%x	100	400	1000	3200	5000	7500	10000
0	0	0	0	0	0	0	0
0.0014759	0.0027761	0.0062623	0.011126	0.020238	0.024725	0.029008	0.032173
0.003247	0.0060722	0.013642	0.024153	0.043706	0.053287	0.062439	0.069261
0.0032471	0.0060724	0.013642	0.024154	0.043707	0.053288	0.062441	0.069263
0.0055811	0.010357	0.02314	0.040778	0.07324	0.088981	0.10393	0.11511
0.0083142	0.015284	0.03392	0.059405	0.10551	0.12739	0.14777	0.16277
0.0086801	0.015942	0.035361	0.061899	0.10984	0.13254	0.15364	0.16915
0.0088634	0.01626	0.036048	0.063067	0.11177	0.13476	0.15606	0.17166
0.013533	0.024451	0.05361	0.092816	0.16102	0.19142	0.21789	0.23609
0.018929	0.033563	0.072611	0.124	0.20852	0.24295	0.27028	0.28759
0.019614	0.034708	0.075012	0.12795	0.21451	0.24942	0.27682	0.29399
0.02034	0.035866	0.077351	0.13161	0.21933	0.25418	0.28127	0.29811
0.027332	0.047099	0.099801	0.16654	0.26464	0.29887	0.323	0.33654
0.032671	0.055089	0.11525	0.18915	0.28995	0.32314	0.34523	0.35592
0.038162	0.063253	0.13048	0.21074	0.31324	0.34537	0.36522	0.37272
0.046968	0.075366	0.1523	0.23977	0.34305	0.37416	0.39008	0.39175
0.048537	0.077514	0.15605	0.24464	0.34795	0.37882	0.39393	0.3945
0.052134	0.082077	0.16372	0.25397	0.35711	0.38692	0.39916	0.39736
0.057146	0.088439	0.17444	0.26705	0.36997	0.39839	0.40673	0.40153
0.058871	0.090472	0.17774	0.2709	0.37379	0.40127	0.40804	0.40225
0.065541	0.098329	0.1902	0.28525	0.38781	0.41086	0.41183	0.40426
0.069905	0.10311	0.1976	0.29364	0.39566	0.41489	0.41308	0.40465
0.078177	0.11184	0.21057	0.30801	0.4059	0.41804	0.41307	0.4033
0.082709	0.11621	0.21689	0.31507	0.4096	0.41857	0.41213	0.40166
0.091575	0.1245	0.22849	0.32782	0.4139	0.41798	0.40883	0.3971
0.097274	0.12927	0.23504	0.33513	0.41481	0.41625	0.40538	0.39293
0.1058	0.13615	0.24426	0.34492	0.41429	0.41201	0.39877	0.38543
0.11286	0.14117	0.25097	0.35188	0.41191	0.4066	0.39168	0.37783
0.12095	0.14671	0.25821	0.35863	0.40788	0.39924	0.38266	0.36847
0.12983	0.15196	0.26525	0.36449	0.40148	0.38969	0.37202	0.35794
0.13695	0.15597	0.27051	0.36808	0.39537	0.38142	0.36337	0.34958
0.14735	0.16093	0.27734	0.37139	0.3846	0.36876	0.35119	0.33801
0.15381	0.16381	0.28121	0.37234	0.37724	0.36085	0.34382	0.33102
0.16579	0.16819	0.28753	0.37192	0.36261	0.34673	0.33085	0.31866
0.17224	0.17032	0.29047	0.37062	0.35462	0.33932	0.32398	0.31208
0.1857	0.17382	0.29566	0.36567	0.3384	0.32453	0.3101	0.29868
0.19291	0.1754	0.29777	0.36171	0.32993	0.31678	0.30274	0.29155
0.20787	0.17769	0.30094	0.35104	0.31319	0.30127	0.28786	0.27704
0.21639	0.17864	0.30178	0.34361	0.30389	0.29254	0.27942	0.26882
0.23263	0.1794	0.30186	0.32728	0.28691	0.2763	0.26365	0.25346
0.24274	0.1794	0.30049	0.31603	0.27656	0.26628	0.25392	0.244
0.2598	0.17848	0.29671	0.29602	0.25949	0.2496	0.23775	0.22829
0.27029	0.17732	0.29258	0.28316	0.24897	0.23938	0.22788	0.21872
0.28427	0.1753	0.28633	0.26598	0.23498	0.22583	0.21481	0.20605
0.29553	0.17307	0.27951	0.25218	0.22352	0.21483	0.20423	0.19578
0.30614	0.17066	0.27248	0.23935	0.21276	0.20455	0.19436	0.1862
0.31663	0.16789	0.26434	0.22686	0.20219	0.19454	0.18473	0.17684
0.3323	0.16304	0.25107	0.20864	0.18648	0.17969	0.17046	0.16296
0.34185	0.15963	0.24189	0.19773	0.17688	0.17064	0.16179	0.15452
0.35812	0.15324	0.22549	0.17945	0.16059	0.15529	0.14717	0.1403
0.36731	0.14917	0.21541	0.16927	0.15138	0.14661	0.139	0.13235
0.38558	0.14034	0.19474	0.14927	0.13309	0.12927	0.12281	0.11663
0.39171	0.13706	0.18744	0.14261	0.12695	0.12343	0.11739	0.11141
0.41257	0.1251	0.16222	0.12006	0.10596	0.10331	0.098684	0.093531
0.41635	0.12273	0.15753	0.11598	0.10214	0.099631	0.095246	0.090275
0.43564	0.10997	0.13342	0.095178	0.08242	0.080444	0.07705	0.073029
0.44017	0.10675	0.12771	0.090312	0.077779	0.075885	0.072683	0.068876
0.45794	0.093527	0.10531	0.071195	0.059544	0.057878	0.055428	0.052383
0.4632	0.089318	0.098678	0.06555	0.054155	0.052543	0.050342	0.047518
0.48028	0.075204	0.07713	0.047134	0.036518	0.035023	0.033427	0.031271
0.48448	0.071506	0.071876	0.042625	0.032188	0.030709	0.029226	0.027228
0.5061	0.051792	0.044824	0.019289	0.0097442	0.0082451	0.007164	0.0057518
0.50653	0.051385	0.044285	0.018822	0.0092934	0.007791	0.0067136	0.0053106
0.50709	0.050829	0.043604	0.018225	0.0087157	0.0072077	0.0061338	0.0047422
0.52551	0.032564	0.020766	-0.0017711	-0.010617	-0.012282	-0.013184	-0.014113
0.5332	0.024378	0.011339	-0.010112	-0.018658	-0.02036	-0.021146	-0.021849
0.54457	0.012383	-0.002686	-0.022524	-0.030566	-0.03226	-0.032727	-0.032971
0.55575	-2.27E-04	-0.016257	-0.034678	-0.042207	-0.043848	-0.043956	-0.043644
0.56715	-0.013002	-0.03024	-0.047188	-0.054126	-0.055671	-0.055286	-0.054467
0.57854	-0.026664	-0.043972	-0.059641	-0.065958	-0.067359	-0.066387	-0.065027
0.59198	-0.042536	-0.060437	-0.074492	-0.079991	-0.081038	-0.079392	-0.077352
0.60211	-0.05535	-0.072651	-0.085671	-0.09053	-0.091277	-0.089073	-0.086501
0.61608	-0.072538	-0.089888	-0.10125	-0.10511	-0.10541	-0.10237	-0.099133
0.62458	-0.083688	-0.10023	-0.11074	-0.11394	-0.11392	-0.11035	-0.10671
0.63772	-0.10014	-0.1167	-0.1255	-0.12768	-0.12718	-0.12282	-0.11866
0.64448	-0.10911	-0.12514	-0.13312	-0.13471	-0.13392	-0.12916	-0.12477
0.65699	-0.1245	-0.14127	-0.14722	-0.14771	-0.14632	-0.14082	-0.13605
0.67354	-0.14612	-0.1629	-0.16611	-0.16498	-0.16264	-0.15629	-0.15107
0.68324	-0.15718	-0.17643	-0.17711	-0.17507	-0.17216	-0.16535	-0.15987
0.70499	-0.18349	-0.20747	-0.20202	-0.19807	-0.19395	-0.18617	-0.18008
0.70636	-0.1849	-0.20955	-0.20358	-0.19953	-0.19535	-0.18751	-0.18138
0.71178	-0.19066	-0.21805	-0.20975	-0.20537	-0.20095	-0.1929	-0.1866
0.72481	-0.20461	-0.23835	-0.22455	-0.21936	-0.21436	-0.2058	-0.19911
0.72993	-0.20975	-0.24688	-0.23038	-0.22495	-0.21973	-0.211	-0.20415
0.74235	-0.22132	-0.26765	-0.24439	-0.23842	-0.23267	-0.22354	-0.21628
0.75033	-0.22724	-0.28209	-0.25347	-0.24721	-0.2411	-0.2317	-0.22419
0.75993	-0.23485	-0.29961	-0.26435	-0.25781	-0.25126	-0.24155	-0.23374
0.77006	-0.24085	-0.31868	-0.27607	-0.26915	-0.26213	-0.25207	-0.24392
0.77731	-0.24551	-0.33279	-0.28439	-0.27731	-0.26993	-0.25962	-0.25125
0.79227	-0.25052	-0.36164	-0.30313	-0.29438	-0.28641	-0.27547	-0.26656
0.7999	-0.25282	-0.37716	-0.31288	-0.30329	-0.29506	-0.28379	-0.27458
0.8119	-0.25349	-0.39847	-0.33017	-0.31718	-0.30876	-0.29692	-0.28723
0.8181	-0.25312	-0.40977	-0.3399	-0.32444	-0.31605	-0.30393	-0.29397
0.82593	-0.25168	-0.42133	-0.35355	-0.33332	-0.32518	-0.31272	-0.30244
0.84162	-0.24545	-0.44113	-0.38499	-0.35085	-0.34375	-0.3308	-0.31981
0.84328	-0.24485	-0.44335	-0.38823	-0.35271	-0.3457	-0.33269	-0.32163
0.8444	-0.24412	-0.44431	-0.39091	-0.35393	-0.34706	-0.33409	-0.32298
0.85916	-0.23399	-0.45216	-0.42689	-0.36956	-0.36454	-0.3523	-0.34073
0.8704	-0.22338	-0.45052	-0.45682	-0.38111	-0.37695	-0.36589	-0.35442
0.87392	-0.22004	-0.4488	-0.46591	-0.38469	-0.38065	-0.37	-0.3586
0.8779	-0.21534	-0.44355	-0.47522	-0.38935	-0.38448	-0.37417	-0.36289
0.88727	-0.20434	-0.43252	-0.49839	-0.39993	-0.39365	-0.38428	-0.3733
0.89628	-0.19179	-0.41399	-0.51411	-0.41428	-0.40176	-0.39264	-0.3818
0.90023	-0.18643	-0.4052	-0.51971	-0.42108	-0.40532	-0.39618	-0.38537
0.9045	-0.17986	-0.39234	-0.52003	-0.43274	-0.41064	-0.39969	-0.38874
0.91252	-0.16739	-0.36859	-0.52231	-0.45395	-0.42013	-0.40627	-0.3951
0.91945	-0.15549	-0.34309	-0.51141	-0.47936	-0.4362	-0.41319	-0.4007
0.92454	-0.14703	-0.32426	-0.50157	-0.49814	-0.44894	-0.41865	-0.40483
0.93035	-0.13661	-0.29978	-0.47843	-0.5186	-0.47306	-0.43393	-0.4123
0.93667	-0.12502	-0.27291	-0.45429	-0.54183	-0.49881	-0.44974	-0.42009
0.94018	-0.11824	-0.25676	-0.43406	-0.54717	-0.51404	-0.46597	-0.43304
0.94517	-0.10894	-0.23425	-0.40377	-0.5514	-0.53279	-0.48974	-0.45459
0.94903	-0.10133	-0.21602	-0.37756	-0.54979	-0.54213	-0.50688	-0.47389
0.95477	-0.090232	-0.18946	-0.33543	-0.5345	-0.54589	-0.52413	-0.49842
0.95794	-0.083815	-0.17432	-0.31075	-0.52175	-0.54566	-0.53112	-0.50984
0.96408	-0.071753	-0.14611	-0.26204	-0.48324	-0.5344	-0.53582	-0.52212
0.9666	-0.066612	-0.13444	-0.24111	-0.45779	-0.51947	-0.53249	-0.52185
0.9719	-0.056083	-0.11066	-0.1978	-0.40006	-0.48152	-0.52152	-0.51855
0.97846	-0.042853	-0.08219	-0.14522	-0.30394	-0.38303	-0.4523	-0.47992
0.97985	-0.040012	-0.076056	-0.13393	-0.28374	-0.36279	-0.43875	-0.47271
0.98075	-0.038177	-0.072313	-0.12709	-0.2692	-0.34459	-0.41704	-0.45004
0.98621	-0.027281	-0.050176	-0.086564	-0.18212	-0.23465	-0.28437	-0.30922
0.99098	-0.01779	-0.031886	-0.05395	-0.11035	-0.13983	-0.16711	-0.18324
0.99121	-0.017324	-0.030983	-0.052339	-0.10681	-0.13517	-0.16138	-0.1771
0.99165	-0.01645	-0.029366	-0.049537	-0.10082	-0.12734	-0.15172	-0.16633
0.99437	-0.011054	-0.019404	-0.032274	-0.063877	-0.079044	-0.092102	-0.099888
0.99674	-0.0063946	-0.011064	-0.018173	-0.03499	-0.042322	-0.047962	-0.051047
0.99674	-0.0063919	-0.011059	-0.018165	-0.034974	-0.042301	-0.047937	-0.051019
0.99852	-0.0029001	-0.0049627	-0.0080701	-0.015174	-0.017975	-0.019827	-0.020671
1	1.30E-16	2.23E-16	3.62E-16	6.81E-16	8.06E-16	8.89E-16	9.27E-16
